user_id,user_role,department,years_of_experience,login_timestamp,login_hour,login_day_of_week,login_location,device_type,daily_login_count,failed_login_attempts,records_accessed_count,records_modified_count,sensitive_record_access,cross_department_access,session_duration_minutes,anomaly_label
241,Doctor,Oncology,8,6/27/2022,12,Saturday,Hospital Network,Mobile,15,9,88,54,No,No,48,0
242,Admin Staff,Emergency,8,12/16/2022,5,Monday,Hospital Network,Mobile,8,3,115,56,No,No,112,0
243,Doctor,Cardiology,12,4/24/2022,15,Wednesday,Hospital Network,Tablet,20,3,170,24,No,No,32,0
244,Doctor,Oncology,6,3/16/2022,16,Thursday,Hospital Network,Desktop,29,1,231,35,No,No,82,0
245,Nurse,Emergency,2,10/24/2022,18,Sunday,Hospital Network,Tablet,5,3,73,47,No,No,67,0
246,Nurse,Neurology,21,1/13/2022,20,Thursday,Hospital Network,Desktop,6,4,258,12,No,No,146,0
247,Admin Staff,Pediatrics,27,5/21/2022,13,Wednesday,Remote VPN,Tablet,25,2,136,43,No,No,125,0
248,Doctor,Neurology,27,6/26/2022,8,Saturday,Hospital Network,Mobile,21,0,5,32,No,No,63,0
249,Doctor,Pediatrics,22,2/11/2022,7,Tuesday,Hospital Network,Tablet,8,4,259,6,No,No,152,0
250,Nurse,Cardiology,14,10/22/2022,14,Monday,Hospital Network,Desktop,24,0,297,57,No,No,124,0
251,Admin Staff,Pediatrics,10,9/7/2022,8,Saturday,Hospital Network,Mobile,10,7,265,16,Yes,No,153,0
252,Admin Staff,Oncology,13,6/8/2022,2,Wednesday,Hospital Network,Desktop,19,10,203,16,No,No,103,0
253,Admin Staff,Emergency,29,4/18/2022,4,Saturday,Hospital Network,Mobile,4,6,50,12,Yes,No,132,0
254,Nurse,Emergency,2,1/14/2022,5,Friday,Hospital Network,Desktop,29,2,2,6,No,No,160,0
255,Nurse,Cardiology,21,5/16/2022,11,Wednesday,Hospital Network,Tablet,17,3,228,50,No,No,73,0
256,Nurse,Pediatrics,28,7/18/2022,6,Thursday,Hospital Network,Desktop,17,4,149,52,No,No,66,0
257,Doctor,Emergency,27,9/10/2022,4,Sunday,Hospital Network,Tablet,3,8,193,16,No,No,11,0
258,Admin Staff,Cardiology,11,5/3/2022,10,Friday,Hospital Network,Desktop,5,9,42,31,No,No,25,0
259,Admin Staff,Oncology,25,5/3/2022,13,Friday,Hospital Network,Desktop,23,6,6,1,No,No,114,0
260,Nurse,Cardiology,22,3/27/2022,20,Wednesday,Hospital Network,Desktop,15,0,213,73,No,No,88,0
261,Nurse,Neurology,11,10/8/2022,10,Friday,Hospital Network,Mobile,29,3,286,63,No,No,151,0
262,Admin Staff,Neurology,21,5/7/2022,3,Monday,Hospital Network,Desktop,4,5,216,1,No,No,19,0
263,Nurse,Pediatrics,21,6/25/2022,1,Saturday,Hospital Network,Tablet,30,5,28,12,No,No,175,0
264,Nurse,Oncology,6,2/17/2022,3,Monday,Hospital Network,Tablet,5,1,283,11,No,No,57,0
265,Nurse,Neurology,25,5/7/2022,12,Tuesday,Hospital Network,Tablet,21,1,26,0,No,No,129,0
266,Admin Staff,Neurology,14,11/1/2022,11,Wednesday,Hospital Network,Desktop,25,4,238,11,Yes,No,162,0
267,Doctor,Pediatrics,1,11/1/2022,2,Monday,Hospital Network,Desktop,28,8,113,76,No,No,140,0
268,Doctor,Cardiology,1,4/2/2022,8,Thursday,Hospital Network,Mobile,22,1,73,9,No,No,89,0
269,Nurse,Oncology,9,1/10/2022,23,Thursday,Unknown IP,Tablet,14,0,153,18,Yes,No,89,1
270,Nurse,Neurology,8,8/29/2022,23,Monday,Hospital Network,Tablet,11,0,236,61,No,No,90,0
271,Admin Staff,Pediatrics,23,1/30/2022,23,Tuesday,Hospital Network,Tablet,24,4,56,16,No,No,9,0
272,Admin Staff,Emergency,8,10/30/2022,2,Monday,Hospital Network,Tablet,18,8,228,74,No,No,165,0
273,Nurse,Cardiology,26,8/27/2022,8,Monday,Hospital Network,Mobile,28,6,10,49,No,No,162,0
274,Admin Staff,Emergency,10,4/16/2022,16,Tuesday,Hospital Network,Desktop,30,8,72,38,No,No,42,0
275,Admin Staff,Emergency,22,6/18/2022,8,Tuesday,Hospital Network,Mobile,4,9,289,59,No,No,81,0
276,Admin Staff,Oncology,27,12/8/2022,11,Saturday,Remote VPN,Mobile,29,2,210,59,No,No,173,0
277,Doctor,Emergency,14,5/13/2022,9,Monday,Hospital Network,Tablet,7,9,270,66,No,No,75,0
278,Admin Staff,Oncology,3,8/10/2022,19,Monday,Hospital Network,Mobile,15,6,178,37,No,No,141,0
279,Nurse,Oncology,17,5/12/2022,3,Wednesday,Hospital Network,Desktop,1,0,19,56,No,No,133,0
280,Admin Staff,Pediatrics,2,8/22/2022,19,Sunday,Remote VPN,Desktop,6,5,296,31,No,No,153,0
281,Nurse,Emergency,20,6/30/2022,16,Saturday,Hospital Network,Tablet,24,3,64,53,No,No,144,0
282,Nurse,Neurology,26,7/15/2022,2,Wednesday,Hospital Network,Mobile,22,6,284,55,Yes,No,6,0
283,Nurse,Pediatrics,15,5/3/2022,1,Friday,Hospital Network,Desktop,7,5,290,79,No,No,143,0
284,Doctor,Emergency,16,1/19/2022,5,Thursday,Hospital Network,Tablet,29,1,189,66,No,No,176,0
285,Admin Staff,Pediatrics,17,5/8/2022,22,Sunday,Remote VPN,Tablet,26,2,168,50,No,No,120,0
286,Doctor,Emergency,10,11/16/2022,13,Tuesday,Hospital Network,Tablet,12,5,223,38,No,No,61,0
287,Doctor,Neurology,21,11/11/2022,8,Thursday,Hospital Network,Mobile,1,9,263,29,No,No,126,0
288,Admin Staff,Neurology,30,12/6/2022,17,Sunday,Hospital Network,Tablet,23,0,195,58,No,No,28,0
289,Nurse,Cardiology,28,7/22/2022,7,Saturday,Hospital Network,Tablet,22,7,223,64,No,No,77,0
290,Admin Staff,Pediatrics,10,3/31/2022,18,Thursday,Hospital Network,Tablet,24,4,135,45,No,No,135,0
291,Nurse,Neurology,8,11/17/2022,12,Monday,Hospital Network,Mobile,20,1,43,11,No,No,157,0
292,Doctor,Cardiology,11,1/21/2022,19,Friday,Hospital Network,Desktop,26,5,89,76,No,No,11,0
293,Doctor,Emergency,5,12/21/2022,1,Wednesday,Hospital Network,Desktop,7,8,218,46,No,No,160,0
294,Nurse,Cardiology,27,1/25/2022,14,Wednesday,Hospital Network,Tablet,5,8,54,0,No,No,163,0
295,Nurse,Emergency,28,2/24/2022,17,Wednesday,Unknown IP,Mobile,1,7,2,20,No,No,22,0
296,Nurse,Neurology,18,10/14/2022,7,Wednesday,Hospital Network,Mobile,3,6,215,10,No,No,12,0
297,Nurse,Oncology,22,10/12/2022,4,Friday,Remote VPN,Tablet,29,1,200,36,No,No,28,0
298,Doctor,Cardiology,6,10/21/2022,4,Tuesday,Hospital Network,Mobile,1,2,197,22,No,No,42,1
299,Doctor,Neurology,15,9/14/2022,12,Thursday,Hospital Network,Desktop,9,6,70,61,No,No,119,0
300,Nurse,Pediatrics,5,3/6/2022,17,Saturday,Hospital Network,Desktop,8,10,112,70,No,No,93,0
301,Admin Staff,Emergency,19,2/27/2022,13,Wednesday,Hospital Network,Tablet,3,5,79,73,No,No,19,0
302,Admin Staff,Cardiology,15,5/17/2022,23,Friday,Hospital Network,Desktop,21,4,246,40,No,No,141,0
303,Doctor,Emergency,25,5/24/2022,4,Sunday,Hospital Network,Desktop,10,3,1,7,No,No,112,0
304,Nurse,Cardiology,7,11/1/2022,6,Tuesday,Hospital Network,Tablet,1,0,95,24,Yes,No,19,0
305,Nurse,Pediatrics,14,2/2/2022,0,Friday,Hospital Network,Desktop,1,5,285,2,No,No,164,0
306,Doctor,Emergency,6,10/15/2022,1,Sunday,Hospital Network,Mobile,27,10,258,25,No,No,103,0
307,Nurse,Pediatrics,27,1/14/2022,7,Thursday,Hospital Network,Tablet,19,8,52,63,No,No,19,0
308,Doctor,Oncology,1,7/2/2022,12,Wednesday,Hospital Network,Desktop,26,5,206,76,Yes,No,141,0
309,Admin Staff,Cardiology,5,6/2/2022,5,Friday,Hospital Network,Desktop,19,3,190,62,No,No,25,0
310,Admin Staff,Oncology,23,11/20/2022,17,Saturday,Hospital Network,Mobile,13,7,256,4,No,No,90,0
311,Nurse,Neurology,16,4/13/2022,6,Thursday,Unknown IP,Tablet,19,4,217,18,No,No,21,0
312,Doctor,Emergency,5,9/1/2022,19,Saturday,Hospital Network,Tablet,30,6,74,57,Yes,No,159,0
313,Nurse,Pediatrics,1,12/12/2022,21,Sunday,Hospital Network,Tablet,29,7,289,33,Yes,No,45,0
314,Nurse,Pediatrics,13,8/29/2022,18,Saturday,Hospital Network,Tablet,10,3,200,40,No,No,179,0
315,Nurse,Pediatrics,15,1/4/2022,10,Thursday,Remote VPN,Tablet,6,0,136,52,No,No,56,0
316,Nurse,Pediatrics,2,7/4/2022,18,Monday,Hospital Network,Desktop,29,9,148,71,No,No,123,0
317,Admin Staff,Emergency,27,7/24/2022,19,Friday,Remote VPN,Tablet,29,6,139,73,Yes,No,41,0
318,Nurse,Oncology,27,3/18/2022,6,Friday,Hospital Network,Tablet,30,0,143,11,Yes,No,26,0
319,Doctor,Pediatrics,30,11/14/2022,14,Saturday,Remote VPN,Desktop,30,8,64,52,No,No,71,0
320,Admin Staff,Oncology,30,6/12/2022,9,Sunday,Hospital Network,Mobile,11,0,41,62,No,No,30,0
321,Nurse,Neurology,25,2/9/2022,4,Sunday,Hospital Network,Tablet,27,7,35,17,No,No,58,1
322,Admin Staff,Cardiology,15,1/21/2022,22,Wednesday,Hospital Network,Desktop,4,6,249,27,No,No,73,0
323,Nurse,Pediatrics,7,2/19/2022,8,Monday,Hospital Network,Mobile,4,9,37,68,No,No,20,0
324,Nurse,Pediatrics,19,1/10/2022,20,Wednesday,Hospital Network,Desktop,9,7,140,33,Yes,No,107,0
325,Doctor,Pediatrics,13,7/5/2022,21,Sunday,Hospital Network,Desktop,11,8,149,61,No,No,135,0
326,Doctor,Neurology,19,1/31/2022,9,Wednesday,Hospital Network,Mobile,13,4,82,32,No,No,65,0
327,Doctor,Neurology,14,4/16/2022,22,Monday,Hospital Network,Desktop,7,10,200,41,No,No,16,0
328,Admin Staff,Neurology,20,7/6/2022,17,Friday,Hospital Network,Mobile,15,6,43,17,No,No,103,0
329,Admin Staff,Cardiology,30,11/23/2022,0,Sunday,Hospital Network,Tablet,11,1,268,18,Yes,No,159,0
330,Nurse,Neurology,30,4/6/2022,13,Thursday,Remote VPN,Mobile,7,0,121,79,No,No,108,0
331,Doctor,Oncology,25,10/22/2022,12,Friday,Remote VPN,Tablet,12,4,289,17,No,No,113,0
332,Admin Staff,Pediatrics,29,12/21/2022,19,Wednesday,Hospital Network,Mobile,1,8,115,80,No,No,59,0
333,Nurse,Emergency,4,7/25/2022,9,Monday,Hospital Network,Tablet,10,10,44,68,No,No,54,0
334,Nurse,Cardiology,26,6/28/2022,17,Sunday,Hospital Network,Mobile,6,7,183,55,No,No,83,0
335,Admin Staff,Cardiology,12,9/10/2022,8,Sunday,Unknown IP,Mobile,10,6,54,26,Yes,No,117,0
336,Doctor,Cardiology,25,9/18/2022,20,Wednesday,Hospital Network,Mobile,13,1,174,67,No,No,148,0
337,Doctor,Emergency,1,3/27/2022,2,Friday,Remote VPN,Mobile,25,1,17,21,No,No,7,0
338,Admin Staff,Pediatrics,2,8/9/2022,12,Tuesday,Hospital Network,Tablet,20,5,34,67,No,Yes,137,0
339,Nurse,Emergency,20,11/10/2022,19,Friday,Remote VPN,Desktop,27,3,28,24,No,No,130,0
340,Admin Staff,Neurology,25,1/24/2022,13,Thursday,Hospital Network,Tablet,16,0,137,66,No,No,114,0
341,Admin Staff,Oncology,1,5/18/2022,10,Monday,Hospital Network,Tablet,3,3,58,50,No,No,19,0
342,Doctor,Emergency,13,7/1/2022,12,Tuesday,Hospital Network,Desktop,15,6,62,15,No,No,156,0
343,Doctor,Cardiology,6,11/16/2022,0,Wednesday,Hospital Network,Desktop,6,1,151,43,No,No,75,0
344,Admin Staff,Pediatrics,22,10/25/2022,10,Sunday,Hospital Network,Mobile,22,3,158,65,No,No,148,0
345,Nurse,Oncology,16,2/10/2022,3,Monday,Hospital Network,Tablet,24,4,208,11,No,No,55,0
346,Admin Staff,Oncology,18,3/15/2022,19,Wednesday,Hospital Network,Mobile,13,4,297,49,No,No,156,0
347,Doctor,Oncology,2,9/28/2022,11,Monday,Hospital Network,Mobile,23,8,258,4,No,No,96,0
348,Nurse,Oncology,20,5/22/2022,12,Sunday,Hospital Network,Mobile,25,2,122,78,No,No,99,0
349,Admin Staff,Cardiology,24,3/19/2022,2,Sunday,Hospital Network,Tablet,6,2,79,6,No,No,23,0
350,Nurse,Neurology,15,4/18/2022,6,Monday,Hospital Network,Mobile,19,8,226,19,No,No,106,0
351,Admin Staff,Neurology,2,10/24/2022,21,Friday,Hospital Network,Desktop,19,0,94,44,No,No,157,0
352,Doctor,Oncology,26,9/23/2022,5,Wednesday,Hospital Network,Tablet,7,5,83,56,No,No,104,0
353,Nurse,Cardiology,9,5/5/2022,7,Monday,Hospital Network,Tablet,21,7,154,41,No,No,90,0
354,Doctor,Neurology,26,2/2/2022,9,Thursday,Hospital Network,Tablet,2,10,36,74,No,No,63,0
355,Admin Staff,Neurology,27,5/21/2022,17,Saturday,Hospital Network,Tablet,22,10,109,46,No,No,73,0
356,Nurse,Emergency,4,6/30/2022,6,Thursday,Hospital Network,Mobile,24,5,184,41,No,No,17,0
357,Admin Staff,Pediatrics,29,10/18/2022,23,Saturday,Hospital Network,Mobile,13,6,213,27,No,No,40,0
358,Doctor,Neurology,3,3/25/2022,18,Wednesday,Hospital Network,Desktop,19,0,289,45,No,No,134,0
359,Nurse,Emergency,14,8/9/2022,23,Wednesday,Hospital Network,Tablet,29,6,123,19,No,No,24,0
360,Doctor,Emergency,21,7/8/2022,5,Saturday,Hospital Network,Mobile,12,2,184,1,No,No,150,0
361,Doctor,Cardiology,15,1/18/2022,18,Thursday,Hospital Network,Tablet,7,2,50,38,No,No,139,0
362,Admin Staff,Oncology,3,4/17/2022,21,Thursday,Hospital Network,Mobile,3,10,260,56,No,No,138,0
363,Admin Staff,Cardiology,13,6/20/2022,10,Monday,Hospital Network,Mobile,26,9,173,80,No,No,44,1
364,Doctor,Cardiology,7,10/13/2022,13,Saturday,Hospital Network,Tablet,5,7,224,56,No,No,160,0
365,Nurse,Emergency,4,10/19/2022,6,Monday,Hospital Network,Desktop,21,0,184,8,No,No,115,0
366,Admin Staff,Neurology,5,10/27/2022,2,Tuesday,Hospital Network,Desktop,25,4,219,67,No,No,50,0
367,Nurse,Emergency,19,7/30/2022,8,Monday,Unknown IP,Mobile,14,1,84,32,No,No,115,0
368,Doctor,Cardiology,17,1/22/2022,1,Tuesday,Hospital Network,Tablet,16,3,63,24,Yes,No,132,0
369,Doctor,Pediatrics,24,11/9/2022,15,Friday,Hospital Network,Tablet,18,10,57,75,No,No,74,0
370,Admin Staff,Oncology,17,8/16/2022,1,Monday,Hospital Network,Tablet,1,3,135,71,No,No,12,0
371,Doctor,Oncology,21,5/21/2022,9,Saturday,Hospital Network,Tablet,26,7,27,0,No,No,36,0
372,Doctor,Emergency,24,12/23/2022,19,Tuesday,Unknown IP,Desktop,25,4,66,71,No,No,99,0
373,Doctor,Pediatrics,16,9/9/2022,1,Thursday,Hospital Network,Mobile,26,0,51,29,No,No,177,0
374,Doctor,Cardiology,24,1/17/2022,9,Wednesday,Hospital Network,Tablet,22,1,25,37,No,No,31,0
375,Nurse,Emergency,2,10/4/2022,2,Wednesday,Unknown IP,Tablet,4,6,280,64,No,No,160,0
376,Admin Staff,Oncology,9,10/27/2022,16,Friday,Hospital Network,Mobile,28,6,45,19,No,Yes,167,0
377,Nurse,Neurology,14,1/3/2022,11,Friday,Hospital Network,Tablet,8,8,217,77,No,No,148,0
378,Nurse,Neurology,9,9/23/2022,4,Thursday,Unknown IP,Tablet,11,10,147,64,No,No,162,0
379,Nurse,Cardiology,7,4/28/2022,5,Sunday,Hospital Network,Mobile,14,0,212,44,No,No,140,0
380,Nurse,Pediatrics,15,12/6/2022,7,Monday,Remote VPN,Desktop,9,1,144,67,No,Yes,163,0
381,Doctor,Cardiology,27,4/26/2022,3,Friday,Remote VPN,Desktop,20,7,45,57,No,No,176,0
382,Admin Staff,Emergency,4,5/14/2022,9,Wednesday,Hospital Network,Mobile,5,10,4,20,Yes,No,77,0
383,Nurse,Cardiology,13,12/12/2022,14,Sunday,Hospital Network,Tablet,23,6,249,31,No,No,136,0
384,Doctor,Cardiology,8,1/5/2022,17,Saturday,Hospital Network,Desktop,22,3,181,53,No,Yes,73,0
385,Doctor,Pediatrics,30,6/24/2022,13,Tuesday,Hospital Network,Mobile,12,2,250,14,No,No,89,0
386,Admin Staff,Neurology,12,4/9/2022,1,Sunday,Hospital Network,Desktop,14,10,160,35,No,No,69,1
387,Admin Staff,Cardiology,19,3/9/2022,21,Monday,Hospital Network,Mobile,19,7,219,71,No,No,30,0
388,Doctor,Neurology,4,3/2/2022,16,Monday,Hospital Network,Tablet,25,0,281,73,No,No,44,0
389,Admin Staff,Emergency,7,8/29/2022,5,Monday,Hospital Network,Mobile,7,6,26,15,No,No,43,0
390,Nurse,Pediatrics,28,4/12/2022,13,Saturday,Hospital Network,Tablet,13,7,284,63,No,Yes,89,0
391,Doctor,Oncology,8,3/12/2022,11,Saturday,Hospital Network,Desktop,2,3,221,73,No,No,106,1
392,Nurse,Pediatrics,28,12/27/2022,1,Wednesday,Hospital Network,Tablet,26,9,130,15,No,Yes,75,0
393,Admin Staff,Cardiology,3,12/25/2022,5,Saturday,Hospital Network,Mobile,27,2,220,55,No,No,171,0
394,Admin Staff,Emergency,19,7/4/2022,14,Sunday,Hospital Network,Tablet,7,5,270,62,No,No,176,0
395,Doctor,Neurology,24,6/21/2022,8,Tuesday,Hospital Network,Mobile,20,2,290,31,No,No,37,0
396,Nurse,Cardiology,17,7/28/2022,21,Tuesday,Unknown IP,Tablet,10,3,34,29,No,Yes,7,0
397,Doctor,Emergency,4,4/21/2022,12,Thursday,Hospital Network,Desktop,10,8,7,56,No,No,176,0
398,Doctor,Neurology,26,8/7/2022,16,Thursday,Hospital Network,Mobile,28,2,292,18,No,No,21,0
399,Admin Staff,Oncology,29,1/31/2022,9,Sunday,Hospital Network,Desktop,11,5,24,11,No,No,44,0
400,Nurse,Pediatrics,30,8/17/2022,9,Monday,Unknown IP,Tablet,10,7,207,0,No,No,17,0
401,Nurse,Pediatrics,9,8/6/2022,5,Wednesday,Remote VPN,Mobile,13,8,213,31,No,No,58,0
402,Admin Staff,Neurology,10,12/2/2022,23,Friday,Hospital Network,Desktop,6,0,32,71,No,No,161,0
403,Doctor,Neurology,22,5/30/2022,6,Sunday,Remote VPN,Tablet,15,6,58,66,No,No,120,0
404,Doctor,Neurology,25,8/25/2022,2,Monday,Hospital Network,Desktop,16,8,261,48,No,No,41,0
405,Doctor,Neurology,13,11/15/2022,22,Friday,Remote VPN,Tablet,16,4,137,9,No,No,35,0
406,Nurse,Emergency,25,11/11/2022,17,Wednesday,Hospital Network,Desktop,26,1,108,6,No,No,11,0
407,Doctor,Pediatrics,23,8/31/2022,6,Thursday,Hospital Network,Desktop,5,1,16,54,No,No,141,0
408,Doctor,Pediatrics,14,12/14/2022,1,Sunday,Hospital Network,Tablet,13,1,164,79,No,No,109,0
409,Doctor,Neurology,23,11/6/2022,12,Friday,Remote VPN,Tablet,4,9,74,21,No,No,174,0
410,Doctor,Cardiology,4,7/1/2022,17,Friday,Hospital Network,Tablet,29,8,269,25,No,No,115,0
411,Nurse,Cardiology,29,2/21/2022,6,Wednesday,Hospital Network,Mobile,12,4,192,40,No,No,39,0
412,Admin Staff,Cardiology,10,3/23/2022,9,Friday,Hospital Network,Tablet,28,6,249,60,No,No,110,0
413,Doctor,Neurology,6,7/10/2022,3,Monday,Hospital Network,Desktop,1,10,231,78,No,No,176,0
414,Admin Staff,Emergency,8,3/27/2022,16,Tuesday,Hospital Network,Desktop,15,4,133,28,No,No,85,0
415,Admin Staff,Neurology,25,10/11/2022,7,Tuesday,Remote VPN,Tablet,13,3,15,69,No,No,158,0
416,Doctor,Emergency,25,12/2/2022,5,Wednesday,Hospital Network,Desktop,9,3,216,72,No,No,130,0
417,Doctor,Emergency,19,5/3/2022,7,Saturday,Hospital Network,Tablet,29,10,92,45,No,No,136,0
418,Doctor,Oncology,22,7/22/2022,19,Saturday,Hospital Network,Mobile,10,5,70,31,No,No,109,0
419,Doctor,Emergency,26,6/18/2022,7,Monday,Hospital Network,Tablet,18,7,136,67,No,No,119,0
420,Nurse,Cardiology,17,2/26/2022,11,Saturday,Hospital Network,Tablet,8,7,20,4,No,No,7,0
421,Nurse,Emergency,22,5/2/2022,11,Friday,Hospital Network,Tablet,30,2,183,38,No,No,44,0
422,Nurse,Oncology,8,12/10/2022,7,Wednesday,Hospital Network,Desktop,2,7,97,29,No,No,34,0
423,Doctor,Emergency,24,11/26/2022,23,Tuesday,Hospital Network,Desktop,13,6,167,10,No,No,173,0
424,Nurse,Emergency,26,8/16/2022,20,Wednesday,Hospital Network,Mobile,8,8,23,5,No,Yes,148,0
425,Admin Staff,Emergency,26,9/8/2022,15,Sunday,Hospital Network,Tablet,10,10,194,42,Yes,No,179,0
426,Doctor,Emergency,4,2/4/2022,8,Wednesday,Remote VPN,Desktop,16,4,248,1,No,No,167,0
427,Nurse,Neurology,26,10/1/2022,2,Friday,Hospital Network,Desktop,9,4,32,6,No,No,112,0
428,Nurse,Pediatrics,1,6/1/2022,11,Thursday,Hospital Network,Desktop,25,8,104,9,No,No,62,0
429,Nurse,Cardiology,30,8/9/2022,23,Friday,Hospital Network,Mobile,15,3,196,32,No,No,162,0
430,Doctor,Oncology,8,12/26/2022,4,Thursday,Hospital Network,Tablet,26,10,106,23,No,No,143,0
431,Doctor,Neurology,8,3/28/2022,3,Wednesday,Hospital Network,Desktop,12,5,26,41,No,No,31,0
432,Doctor,Emergency,5,4/25/2022,4,Sunday,Hospital Network,Desktop,15,7,34,38,No,No,54,0
433,Doctor,Pediatrics,29,1/4/2022,1,Tuesday,Hospital Network,Mobile,21,0,226,58,No,Yes,10,0
434,Admin Staff,Oncology,23,8/18/2022,11,Saturday,Hospital Network,Mobile,12,8,264,66,No,No,5,0
435,Nurse,Cardiology,18,8/4/2022,11,Thursday,Hospital Network,Tablet,9,1,246,12,Yes,No,80,0
436,Nurse,Oncology,9,1/11/2022,12,Thursday,Remote VPN,Tablet,8,7,101,25,No,No,108,0
437,Admin Staff,Pediatrics,23,4/24/2022,15,Saturday,Hospital Network,Tablet,4,1,289,56,No,No,101,0
438,Nurse,Cardiology,14,4/29/2022,3,Sunday,Hospital Network,Mobile,14,3,168,70,No,No,22,0
439,Nurse,Emergency,30,11/22/2022,2,Sunday,Hospital Network,Mobile,6,5,136,9,No,No,94,0
440,Nurse,Oncology,24,4/3/2022,3,Monday,Hospital Network,Mobile,30,3,212,53,Yes,No,37,0
441,Admin Staff,Cardiology,10,8/10/2022,14,Sunday,Hospital Network,Tablet,19,8,115,69,No,No,10,0
442,Admin Staff,Neurology,17,7/5/2022,18,Thursday,Hospital Network,Mobile,25,8,26,61,No,No,125,1
443,Doctor,Oncology,24,12/26/2022,11,Friday,Hospital Network,Tablet,15,2,14,3,No,No,97,0
444,Doctor,Cardiology,14,1/3/2022,0,Monday,Hospital Network,Mobile,22,6,210,29,No,No,88,0
445,Nurse,Neurology,12,4/8/2022,19,Wednesday,Hospital Network,Mobile,13,5,261,56,No,No,151,0
446,Admin Staff,Neurology,17,8/16/2022,23,Friday,Hospital Network,Desktop,25,6,259,45,No,No,24,0
447,Admin Staff,Emergency,8,12/10/2022,6,Tuesday,Hospital Network,Tablet,28,1,21,65,No,Yes,158,0
448,Nurse,Neurology,27,12/11/2022,16,Monday,Hospital Network,Mobile,29,3,268,24,No,No,5,0
449,Doctor,Cardiology,16,3/25/2022,19,Saturday,Remote VPN,Desktop,17,6,131,27,No,No,64,0
450,Nurse,Cardiology,12,7/27/2022,7,Wednesday,Hospital Network,Mobile,3,2,44,59,No,No,29,0
451,Admin Staff,Cardiology,1,10/14/2022,3,Monday,Hospital Network,Mobile,15,6,284,45,No,No,102,0
452,Nurse,Oncology,10,11/3/2022,16,Sunday,Hospital Network,Desktop,28,5,167,45,No,No,10,0
453,Nurse,Cardiology,11,4/20/2022,19,Tuesday,Hospital Network,Tablet,22,8,89,12,No,No,10,0
454,Admin Staff,Oncology,19,6/6/2022,17,Wednesday,Unknown IP,Mobile,22,2,103,41,No,No,122,0
455,Admin Staff,Neurology,14,8/31/2022,3,Friday,Remote VPN,Tablet,22,9,200,22,No,No,19,0
456,Admin Staff,Pediatrics,13,1/4/2022,19,Wednesday,Remote VPN,Tablet,23,2,252,53,No,No,77,0
457,Doctor,Pediatrics,2,8/16/2022,9,Friday,Hospital Network,Desktop,2,9,300,72,No,Yes,104,0
458,Nurse,Emergency,16,8/10/2022,15,Sunday,Hospital Network,Mobile,27,9,272,60,No,No,7,0
459,Nurse,Neurology,22,6/12/2022,7,Friday,Remote VPN,Tablet,18,3,254,14,No,No,22,0
460,Nurse,Neurology,10,11/18/2022,23,Tuesday,Hospital Network,Desktop,19,6,246,39,No,No,168,0
461,Nurse,Emergency,24,7/13/2022,10,Sunday,Hospital Network,Tablet,27,7,124,33,No,No,157,0
462,Nurse,Pediatrics,6,11/26/2022,14,Wednesday,Unknown IP,Mobile,21,5,255,72,No,No,34,0
463,Admin Staff,Oncology,6,7/7/2022,3,Thursday,Hospital Network,Tablet,17,2,58,31,No,Yes,13,0
464,Doctor,Pediatrics,2,1/29/2022,2,Saturday,Hospital Network,Desktop,3,1,201,45,No,No,47,0
465,Nurse,Emergency,18,10/15/2022,1,Saturday,Hospital Network,Tablet,6,7,86,67,No,No,145,0
466,Admin Staff,Oncology,1,3/2/2022,7,Wednesday,Hospital Network,Desktop,24,7,144,34,No,No,80,0
467,Nurse,Emergency,4,1/21/2022,13,Tuesday,Unknown IP,Desktop,16,5,98,76,No,No,37,0
468,Doctor,Pediatrics,30,4/13/2022,16,Friday,Hospital Network,Tablet,11,2,243,22,No,No,142,0
469,Nurse,Emergency,14,3/19/2022,7,Sunday,Hospital Network,Tablet,24,1,221,1,No,No,160,1
470,Doctor,Oncology,10,6/7/2022,1,Thursday,Unknown IP,Tablet,27,6,105,34,No,Yes,134,0
471,Doctor,Cardiology,22,9/14/2022,16,Wednesday,Remote VPN,Tablet,15,5,198,5,No,No,119,0
472,Nurse,Pediatrics,8,7/14/2022,22,Wednesday,Hospital Network,Desktop,14,6,215,40,No,No,40,0
473,Nurse,Oncology,1,9/28/2022,10,Wednesday,Hospital Network,Mobile,11,2,126,23,No,No,121,0
474,Nurse,Pediatrics,27,10/14/2022,15,Monday,Hospital Network,Mobile,25,1,149,7,No,No,174,0
475,Admin Staff,Neurology,6,5/1/2022,15,Wednesday,Hospital Network,Tablet,6,8,167,26,No,No,156,0
476,Admin Staff,Oncology,19,6/17/2022,15,Friday,Hospital Network,Tablet,16,2,46,35,No,No,161,0
477,Admin Staff,Emergency,23,11/23/2022,16,Tuesday,Hospital Network,Mobile,9,7,261,10,No,No,122,0
478,Nurse,Oncology,27,4/26/2022,3,Sunday,Hospital Network,Desktop,27,1,243,62,No,No,98,0
479,Admin Staff,Cardiology,10,2/25/2022,10,Monday,Remote VPN,Mobile,8,8,223,7,No,No,152,0
480,Doctor,Neurology,21,7/5/2022,8,Monday,Hospital Network,Mobile,20,8,224,55,No,No,111,0
481,Doctor,Cardiology,20,11/3/2022,17,Friday,Hospital Network,Tablet,11,4,180,1,No,No,48,0
